student_id;student_name;kampus;skill;score
J0044;Kurnia Permata;Jakarta;osi layer;90.7
J0044;Kurnia Permata;Jakarta;otorisasi;81.8
J0044;Kurnia Permata;Jakarta;php;95.5
J0044;Kurnia Permata;Jakarta;prototyping;85.6
J0044;Kurnia Permata;Jakarta;pseudocode;67.3
J0044;Kurnia Permata;Jakarta;python;78.1
J0044;Kurnia Permata;Jakarta;regresi;63.6
J0044;Kurnia Permata;Jakarta;rest api;59.8
J0044;Kurnia Permata;Jakarta;sap;72.9
J0044;Kurnia Permata;Jakarta;scm (supply chain management);98.3
J0044;Kurnia Permata;Jakarta;scrum;96.9
J0044;Kurnia Permata;Jakarta;sql;82.5
J0044;Kurnia Permata;Jakarta;statistika/probabilitas;78.9
J0044;Kurnia Permata;Jakarta;switching;92.6
J0044;Kurnia Permata;Jakarta;tcp/ip;86.2
J0044;Kurnia Permata;Jakarta;uml (unified modeling language);86.0
J0044;Kurnia Permata;Jakarta;vulnerability assessment;86.4
J0045;Putri Anggraini;Jakarta;agile;88.2
J0045;Putri Anggraini;Jakarta;algorithm design;96.2
J0045;Putri Anggraini;Jakarta;api;85.4
J0045;Putri Anggraini;Jakarta;basic programming;96.2
J0045;Putri Anggraini;Jakarta;basis data / database;82.0
J0045;Putri Anggraini;Jakarta;cloud computing;88.9
J0045;Putri Anggraini;Jakarta;cobit;94.3
J0045;Putri Anggraini;Jakarta;data mining;82.8
J0045;Putri Anggraini;Jakarta;decision tree;92.6
J0045;Putri Anggraini;Jakarta;erd (entity relationship diagram);68.7
J0045;Putri Anggraini;Jakarta;erp (enterprise resource planning);70.5
J0045;Putri Anggraini;Jakarta;firewall;99.9
J0045;Putri Anggraini;Jakarta;flowchart;71.5
J0045;Putri Anggraini;Jakarta;git;88.9
J0045;Putri Anggraini;Jakarta;graphql;88.9
J0045;Putri Anggraini;Jakarta;html;97.1
J0045;Putri Anggraini;Jakarta;information systems;99.6
J0045;Putri Anggraini;Jakarta;jaringan komputer;90.2
J0045;Putri Anggraini;Jakarta;klasifikasi (data);92.5
J0045;Putri Anggraini;Jakarta;kpi (key performance indicator);73.1
J0045;Putri Anggraini;Jakarta;kriptografi;99.5
J0045;Putri Anggraini;Jakarta;linux;75.3
J0045;Putri Anggraini;Jakarta;machine learning;61.9
J0045;Putri Anggraini;Jakarta;microsoft excel;69.8
J0045;Putri Anggraini;Jakarta;mysql;60.3
J0045;Putri Anggraini;Jakarta;neural network;51.8
J0045;Putri Anggraini;Jakarta;nosql;88.8
J0045;Putri Anggraini;Jakarta;oop (object oriented programming);65.4
J0045;Putri Anggraini;Jakarta;osi layer;64.9
J0045;Putri Anggraini;Jakarta;otorisasi;99.2
J0045;Putri Anggraini;Jakarta;php;97.8
J0045;Putri Anggraini;Jakarta;prototyping;79.2
J0045;Putri Anggraini;Jakarta;pseudocode;57.0
J0045;Putri Anggraini;Jakarta;python;84.0
J0045;Putri Anggraini;Jakarta;regresi;80.5
J0045;Putri Anggraini;Jakarta;routing;76.0
J0045;Putri Anggraini;Jakarta;sap;86.7
J0045;Putri Anggraini;Jakarta;scm (supply chain management);89.9
J0045;Putri Anggraini;Jakarta;scrum;80.7
J0045;Putri Anggraini;Jakarta;sql;74.5
J0045;Putri Anggraini;Jakarta;statistika/probabilitas;92.4
J0045;Putri Anggraini;Jakarta;switching;85.4
J0045;Putri Anggraini;Jakarta;tcp/ip;98.7
J0045;Putri Anggraini;Jakarta;uml (unified modeling language);91.6
J0045;Putri Anggraini;Jakarta;vulnerability assessment;72.1
J0046;Made Puspita;Jakarta;agile;100.0
J0046;Made Puspita;Jakarta;algorithm design;96.6
J0046;Made Puspita;Jakarta;api;95.3
J0046;Made Puspita;Jakarta;basic programming;96.6
J0046;Made Puspita;Jakarta;basis data / database;99.6
J0046;Made Puspita;Jakarta;cloud computing;84.0
J0046;Made Puspita;Jakarta;cobit;89.7
J0046;Made Puspita;Jakarta;data mining;94.5
J0046;Made Puspita;Jakarta;data warehouse;53.6
J0046;Made Puspita;Jakarta;design thinking;83.6
J0046;Made Puspita;Jakarta;erd (entity relationship diagram);64.4
J0046;Made Puspita;Jakarta;erp (enterprise resource planning);84.3
J0046;Made Puspita;Jakarta;etl (extract transform load);98.6
J0046;Made Puspita;Jakarta;firewall;71.5
J0046;Made Puspita;Jakarta;flowchart;64.4
J0046;Made Puspita;Jakarta;git;56.6
J0046;Made Puspita;Jakarta;html;68.5
J0046;Made Puspita;Jakarta;information systems;100.0
J0046;Made Puspita;Jakarta;jaringan komputer;64.0
J0046;Made Puspita;Jakarta;klasifikasi (data);92.6
J0046;Made Puspita;Jakarta;kpi (key performance indicator);82.9
J0046;Made Puspita;Jakarta;kriptografi;76.7
J0046;Made Puspita;Jakarta;linux;90.5
J0046;Made Puspita;Jakarta;machine learning;76.2
J0046;Made Puspita;Jakarta;microsoft excel;82.9
J0046;Made Puspita;Jakarta;mysql;71.3
J0046;Made Puspita;Jakarta;neural network;75.8
J0046;Made Puspita;Jakarta;nosql;64.2
J0046;Made Puspita;Jakarta;oop (object oriented programming);60.3
J0046;Made Puspita;Jakarta;osi layer;71.6
J0046;Made Puspita;Jakarta;otorisasi;91.4
J0046;Made Puspita;Jakarta;php;93.4
J0046;Made Puspita;Jakarta;prototyping;70.4
J0046;Made Puspita;Jakarta;pseudocode;87.1
J0046;Made Puspita;Jakarta;python;99.9
J0046;Made Puspita;Jakarta;regresi;69.0
J0046;Made Puspita;Jakarta;routing;84.3
J0046;Made Puspita;Jakarta;sap;56.8
J0046;Made Puspita;Jakarta;scm (supply chain management);91.2
J0046;Made Puspita;Jakarta;scrum;80.8
J0046;Made Puspita;Jakarta;sql;71.5
J0046;Made Puspita;Jakarta;statistika/probabilitas;62.5
J0046;Made Puspita;Jakarta;switching;83.3
J0046;Made Puspita;Jakarta;tcp/ip;76.1
J0046;Made Puspita;Jakarta;uml (unified modeling language);100.0
J0046;Made Puspita;Jakarta;vulnerability assessment;71.5
J0047;Ivan Santoso;Jakarta;agile;94.4
J0047;Ivan Santoso;Jakarta;algorithm design;98.4
J0047;Ivan Santoso;Jakarta;api;75.0
J0047;Ivan Santoso;Jakarta;basic programming;98.4
J0047;Ivan Santoso;Jakarta;basis data / database;92.7
J0047;Ivan Santoso;Jakarta;cloud computing;99.5
J0047;Ivan Santoso;Jakarta;cobit;97.0
J0047;Ivan Santoso;Jakarta;data mining;65.6
J0047;Ivan Santoso;Jakarta;data warehouse;71.5
J0047;Ivan Santoso;Jakarta;decision tree;63.5
J0047;Ivan Santoso;Jakarta;design thinking;95.8
J0047;Ivan Santoso;Jakarta;erd (entity relationship diagram);97.1
J0047;Ivan Santoso;Jakarta;erp (enterprise resource planning);96.5
J0047;Ivan Santoso;Jakarta;etl (extract transform load);52.4
J0047;Ivan Santoso;Jakarta;firewall;59.9
J0047;Ivan Santoso;Jakarta;flowchart;66.9
J0047;Ivan Santoso;Jakarta;graphql;99.4
J0047;Ivan Santoso;Jakarta;html;78.2
J0047;Ivan Santoso;Jakarta;information systems;99.5
J0047;Ivan Santoso;Jakarta;klasifikasi (data);93.1
J0047;Ivan Santoso;Jakarta;kpi (key performance indicator);63.1
J0047;Ivan Santoso;Jakarta;kriptografi;94.2
J0047;Ivan Santoso;Jakarta;linux;73.2
J0047;Ivan Santoso;Jakarta;machine learning;65.3
J0047;Ivan Santoso;Jakarta;microsoft excel;78.4
J0047;Ivan Santoso;Jakarta;mysql;55.9
J0047;Ivan Santoso;Jakarta;nosql;51.7
J0047;Ivan Santoso;Jakarta;oop (object oriented programming);82.6
J0047;Ivan Santoso;Jakarta;osi layer;86.5
J0047;Ivan Santoso;Jakarta;otorisasi;59.0
J0047;Ivan Santoso;Jakarta;php;74.0
J0047;Ivan Santoso;Jakarta;prototyping;92.6
J0047;Ivan Santoso;Jakarta;pseudocode;50.5
J0047;Ivan Santoso;Jakarta;python;88.6
J0047;Ivan Santoso;Jakarta;regresi;62.9
J0047;Ivan Santoso;Jakarta;rest api;71.3
J0047;Ivan Santoso;Jakarta;routing;76.1
J0047;Ivan Santoso;Jakarta;scm (supply chain management);92.3
J0047;Ivan Santoso;Jakarta;scrum;72.8
J0047;Ivan Santoso;Jakarta;sql;62.8
J0047;Ivan Santoso;Jakarta;statistika/probabilitas;83.9
J0047;Ivan Santoso;Jakarta;switching;88.4
J0047;Ivan Santoso;Jakarta;tcp/ip;76.5
J0047;Ivan Santoso;Jakarta;uml (unified modeling language);70.9
J0047;Ivan Santoso;Jakarta;vulnerability assessment;92.9
J0048;Budi Setiawan;Jakarta;agile;71.2
J0048;Budi Setiawan;Jakarta;algorithm design;86.7
J0048;Budi Setiawan;Jakarta;api;79.1
J0048;Budi Setiawan;Jakarta;basic programming;86.7
J0048;Budi Setiawan;Jakarta;basis data / database;91.7
J0048;Budi Setiawan;Jakarta;cloud computing;90.3
J0048;Budi Setiawan;Jakarta;cobit;88.6
J0048;Budi Setiawan;Jakarta;data mining;87.0
J0048;Budi Setiawan;Jakarta;data warehouse;56.6
J0048;Budi Setiawan;Jakarta;decision tree;75.7
J0048;Budi Setiawan;Jakarta;design thinking;93.2
J0048;Budi Setiawan;Jakarta;erp (enterprise resource planning);99.2
J0048;Budi Setiawan;Jakarta;etl (extract transform load);57.0
J0048;Budi Setiawan;Jakarta;firewall;77.5
J0048;Budi Setiawan;Jakarta;flowchart;68.3
J0048;Budi Setiawan;Jakarta;git;58.9
J0048;Budi Setiawan;Jakarta;graphql;88.5
J0048;Budi Setiawan;Jakarta;html;84.9
J0048;Budi Setiawan;Jakarta;information systems;99.4
J0048;Budi Setiawan;Jakarta;klasifikasi (data);93.3
J0048;Budi Setiawan;Jakarta;kpi (key performance indicator);59.7
J0048;Budi Setiawan;Jakarta;kriptografi;62.2
J0048;Budi Setiawan;Jakarta;linux;51.5
J0048;Budi Setiawan;Jakarta;machine learning;53.5
J0048;Budi Setiawan;Jakarta;microsoft excel;52.6
J0048;Budi Setiawan;Jakarta;neural network;85.5
J0048;Budi Setiawan;Jakarta;oop (object oriented programming);92.1
J0048;Budi Setiawan;Jakarta;otorisasi;97.7
J0048;Budi Setiawan;Jakarta;php;80.5
J0048;Budi Setiawan;Jakarta;prototyping;70.4
J0048;Budi Setiawan;Jakarta;pseudocode;57.8
J0048;Budi Setiawan;Jakarta;python;53.7
J0048;Budi Setiawan;Jakarta;regresi;51.2
J0048;Budi Setiawan;Jakarta;rest api;89.3
J0048;Budi Setiawan;Jakarta;routing;98.9
J0048;Budi Setiawan;Jakarta;sap;60.4
J0048;Budi Setiawan;Jakarta;scm (supply chain management);73.6
J0048;Budi Setiawan;Jakarta;scrum;89.5
J0048;Budi Setiawan;Jakarta;sql;97.0
J0048;Budi Setiawan;Jakarta;statistika/probabilitas;71.0
J0048;Budi Setiawan;Jakarta;switching;97.2
J0048;Budi Setiawan;Jakarta;tcp/ip;89.3
J0048;Budi Setiawan;Jakarta;uml (unified modeling language);86.8
J0048;Budi Setiawan;Jakarta;vulnerability assessment;54.2
J0049;Wulan Hidayat;Jakarta;algorithm design;99.0
J0049;Wulan Hidayat;Jakarta;basic programming;99.0
J0049;Wulan Hidayat;Jakarta;basis data / database;90.4
J0049;Wulan Hidayat;Jakarta;cloud computing;67.0
J0049;Wulan Hidayat;Jakarta;cobit;79.4
J0049;Wulan Hidayat;Jakarta;data mining;71.7
J0049;Wulan Hidayat;Jakarta;data warehouse;53.0
J0049;Wulan Hidayat;Jakarta;decision tree;57.6
J0049;Wulan Hidayat;Jakarta;design thinking;98.6
J0049;Wulan Hidayat;Jakarta;erd (entity relationship diagram);57.6
J0049;Wulan Hidayat;Jakarta;erp (enterprise resource planning);92.7
J0049;Wulan Hidayat;Jakarta;etl (extract transform load);55.6
J0049;Wulan Hidayat;Jakarta;firewall;77.8
J0049;Wulan Hidayat;Jakarta;flowchart;62.2
J0049;Wulan Hidayat;Jakarta;graphql;62.7
J0049;Wulan Hidayat;Jakarta;html;76.9
J0049;Wulan Hidayat;Jakarta;information systems;99.2
J0049;Wulan Hidayat;Jakarta;jaringan komputer;93.0
J0049;Wulan Hidayat;Jakarta;klasifikasi (data);89.6
J0049;Wulan Hidayat;Jakarta;kpi (key performance indicator);83.9
J0049;Wulan Hidayat;Jakarta;kriptografi;86.3
J0049;Wulan Hidayat;Jakarta;linux;91.1
J0049;Wulan Hidayat;Jakarta;machine learning;72.8
J0049;Wulan Hidayat;Jakarta;microsoft excel;59.4
J0049;Wulan Hidayat;Jakarta;mysql;50.4
J0049;Wulan Hidayat;Jakarta;neural network;77.0
J0049;Wulan Hidayat;Jakarta;nosql;62.6
J0049;Wulan Hidayat;Jakarta;oop (object oriented programming);94.7
J0049;Wulan Hidayat;Jakarta;osi layer;98.7
J0049;Wulan Hidayat;Jakarta;otorisasi;80.1
J0049;Wulan Hidayat;Jakarta;php;93.8
J0049;Wulan Hidayat;Jakarta;prototyping;92.2
J0049;Wulan Hidayat;Jakarta;pseudocode;54.3
J0049;Wulan Hidayat;Jakarta;python;99.0
J0049;Wulan Hidayat;Jakarta;regresi;77.1
J0049;Wulan Hidayat;Jakarta;rest api;74.1
J0049;Wulan Hidayat;Jakarta;routing;77.5
J0049;Wulan Hidayat;Jakarta;sap;65.3
J0049;Wulan Hidayat;Jakarta;scm (supply chain management);98.7
J0049;Wulan Hidayat;Jakarta;scrum;52.3
J0049;Wulan Hidayat;Jakarta;sql;62.7
J0049;Wulan Hidayat;Jakarta;statistika/probabilitas;82.2
J0049;Wulan Hidayat;Jakarta;switching;81.7
J0049;Wulan Hidayat;Jakarta;tcp/ip;64.7
J0049;Wulan Hidayat;Jakarta;uml (unified modeling language);54.9
J0049;Wulan Hidayat;Jakarta;vulnerability assessment;62.6
J0050;Zainal Permata;Jakarta;agile;54.0
J0050;Zainal Permata;Jakarta;algorithm design;94.3
J0050;Zainal Permata;Jakarta;api;55.3
J0050;Zainal Permata;Jakarta;basic programming;94.3
J0050;Zainal Permata;Jakarta;basis data / database;98.0
J0050;Zainal Permata;Jakarta;cloud computing;73.5
J0050;Zainal Permata;Jakarta;cobit;86.7
J0050;Zainal Permata;Jakarta;data mining;92.5
J0050;Zainal Permata;Jakarta;data warehouse;74.0
J0050;Zainal Permata;Jakarta;decision tree;65.0
J0050;Zainal Permata;Jakarta;design thinking;69.7
J0050;Zainal Permata;Jakarta;erd (entity relationship diagram);58.6
J0050;Zainal Permata;Jakarta;erp (enterprise resource planning);87.2
J0050;Zainal Permata;Jakarta;firewall;90.5
J0050;Zainal Permata;Jakarta;flowchart;69.0
J0050;Zainal Permata;Jakarta;graphql;84.5
J0050;Zainal Permata;Jakarta;html;51.2
J0050;Zainal Permata;Jakarta;information systems;98.7
J0050;Zainal Permata;Jakarta;jaringan komputer;72.3
J0050;Zainal Permata;Jakarta;klasifikasi (data);98.9
J0050;Zainal Permata;Jakarta;kpi (key performance indicator);99.4
J0050;Zainal Permata;Jakarta;kriptografi;92.4
J0050;Zainal Permata;Jakarta;linux;91.5
J0050;Zainal Permata;Jakarta;machine learning;80.1
J0050;Zainal Permata;Jakarta;microsoft excel;52.6
J0050;Zainal Permata;Jakarta;mysql;85.5
J0050;Zainal Permata;Jakarta;neural network;61.1
J0050;Zainal Permata;Jakarta;nosql;65.9
J0050;Zainal Permata;Jakarta;oop (object oriented programming);68.9
J0050;Zainal Permata;Jakarta;osi layer;98.8
J0050;Zainal Permata;Jakarta;otorisasi;82.0
J0050;Zainal Permata;Jakarta;php;95.1
J0050;Zainal Permata;Jakarta;prototyping;81.5
J0050;Zainal Permata;Jakarta;pseudocode;67.1
J0050;Zainal Permata;Jakarta;python;79.0
J0050;Zainal Permata;Jakarta;regresi;70.0
J0050;Zainal Permata;Jakarta;routing;90.2
J0050;Zainal Permata;Jakarta;scm (supply chain management);53.9
J0050;Zainal Permata;Jakarta;statistika/probabilitas;90.9
J0050;Zainal Permata;Jakarta;switching;78.9
J0050;Zainal Permata;Jakarta;tcp/ip;63.1
J0050;Zainal Permata;Jakarta;uml (unified modeling language);86.1
J0050;Zainal Permata;Jakarta;vulnerability assessment;88.6
J0051;Oki Kurniawan;Jakarta;agile;86.4
J0051;Oki Kurniawan;Jakarta;algorithm design;87.9
J0051;Oki Kurniawan;Jakarta;api;65.6
J0051;Oki Kurniawan;Jakarta;basic programming;87.9
J0051;Oki Kurniawan;Jakarta;basis data / database;92.9
J0051;Oki Kurniawan;Jakarta;cloud computing;98.2
J0051;Oki Kurniawan;Jakarta;cobit;89.2
J0051;Oki Kurniawan;Jakarta;data mining;91.2
J0051;Oki Kurniawan;Jakarta;data warehouse;89.7
J0051;Oki Kurniawan;Jakarta;decision tree;97.9
J0051;Oki Kurniawan;Jakarta;design thinking;74.0
J0051;Oki Kurniawan;Jakarta;erd (entity relationship diagram);68.5
J0051;Oki Kurniawan;Jakarta;erp (enterprise resource planning);80.8
J0051;Oki Kurniawan;Jakarta;etl (extract transform load);65.2
J0051;Oki Kurniawan;Jakarta;firewall;78.8
J0051;Oki Kurniawan;Jakarta;flowchart;71.1
J0051;Oki Kurniawan;Jakarta;git;99.0
J0051;Oki Kurniawan;Jakarta;html;65.3
J0051;Oki Kurniawan;Jakarta;information systems;97.6
J0051;Oki Kurniawan;Jakarta;jaringan komputer;78.9
J0051;Oki Kurniawan;Jakarta;klasifikasi (data);87.7
J0051;Oki Kurniawan;Jakarta;kpi (key performance indicator);73.7
J0051;Oki Kurniawan;Jakarta;kriptografi;90.5
J0051;Oki Kurniawan;Jakarta;linux;93.7
J0051;Oki Kurniawan;Jakarta;machine learning;74.8
J0051;Oki Kurniawan;Jakarta;microsoft excel;65.4
J0051;Oki Kurniawan;Jakarta;mysql;54.8
J0051;Oki Kurniawan;Jakarta;oop (object oriented programming);92.0
J0051;Oki Kurniawan;Jakarta;osi layer;96.8
J0051;Oki Kurniawan;Jakarta;otorisasi;99.9
J0051;Oki Kurniawan;Jakarta;php;93.1
J0051;Oki Kurniawan;Jakarta;prototyping;99.2
J0051;Oki Kurniawan;Jakarta;python;97.4
J0051;Oki Kurniawan;Jakarta;regresi;67.4
J0051;Oki Kurniawan;Jakarta;rest api;84.5
J0051;Oki Kurniawan;Jakarta;routing;55.5
J0051;Oki Kurniawan;Jakarta;sap;71.5
J0051;Oki Kurniawan;Jakarta;scm (supply chain management);88.3
J0051;Oki Kurniawan;Jakarta;scrum;59.7
J0051;Oki Kurniawan;Jakarta;sql;73.1
J0051;Oki Kurniawan;Jakarta;statistika/probabilitas;92.3
J0051;Oki Kurniawan;Jakarta;switching;94.3
J0051;Oki Kurniawan;Jakarta;tcp/ip;89.7
J0051;Oki Kurniawan;Jakarta;vulnerability assessment;89.1
J0052;Nadia Setiawan;Jakarta;algorithm design;70.4
J0052;Nadia Setiawan;Jakarta;api;90.5
J0052;Nadia Setiawan;Jakarta;basic programming;70.4
J0052;Nadia Setiawan;Jakarta;basis data / database;87.5
J0052;Nadia Setiawan;Jakarta;cloud computing;94.0
J0052;Nadia Setiawan;Jakarta;cobit;82.9
J0052;Nadia Setiawan;Jakarta;data mining;93.0
J0052;Nadia Setiawan;Jakarta;data warehouse;73.4
J0052;Nadia Setiawan;Jakarta;decision tree;59.2
J0052;Nadia Setiawan;Jakarta;design thinking;76.2
J0052;Nadia Setiawan;Jakarta;erd (entity relationship diagram);82.3
J0052;Nadia Setiawan;Jakarta;erp (enterprise resource planning);97.2
J0052;Nadia Setiawan;Jakarta;etl (extract transform load);58.0
J0052;Nadia Setiawan;Jakarta;firewall;99.2
J0052;Nadia Setiawan;Jakarta;flowchart;83.1
J0052;Nadia Setiawan;Jakarta;git;92.9
J0052;Nadia Setiawan;Jakarta;graphql;66.2
J0052;Nadia Setiawan;Jakarta;html;74.8
J0052;Nadia Setiawan;Jakarta;information systems;95.4
J0052;Nadia Setiawan;Jakarta;klasifikasi (data);79.8
J0052;Nadia Setiawan;Jakarta;kpi (key performance indicator);87.1
J0052;Nadia Setiawan;Jakarta;kriptografi;98.5
J0052;Nadia Setiawan;Jakarta;linux;98.5
J0052;Nadia Setiawan;Jakarta;machine learning;85.5
J0052;Nadia Setiawan;Jakarta;microsoft excel;93.7
J0052;Nadia Setiawan;Jakarta;mysql;51.7
J0052;Nadia Setiawan;Jakarta;neural network;68.0
J0052;Nadia Setiawan;Jakarta;oop (object oriented programming);94.2
J0052;Nadia Setiawan;Jakarta;otorisasi;89.3
J0052;Nadia Setiawan;Jakarta;php;74.2
J0052;Nadia Setiawan;Jakarta;prototyping;98.3
J0052;Nadia Setiawan;Jakarta;python;79.0
J0052;Nadia Setiawan;Jakarta;regresi;64.8
J0052;Nadia Setiawan;Jakarta;rest api;74.2
J0052;Nadia Setiawan;Jakarta;routing;84.5
J0052;Nadia Setiawan;Jakarta;sap;99.8
J0052;Nadia Setiawan;Jakarta;scm (supply chain management);88.0
J0052;Nadia Setiawan;Jakarta;scrum;59.4
J0052;Nadia Setiawan;Jakarta;sql;76.0
J0052;Nadia Setiawan;Jakarta;statistika/probabilitas;91.3
J0052;Nadia Setiawan;Jakarta;switching;95.6
J0052;Nadia Setiawan;Jakarta;tcp/ip;95.4
J0052;Nadia Setiawan;Jakarta;vulnerability assessment;74.0
J0053;Hana Setiawan;Jakarta;agile;57.5
J0053;Hana Setiawan;Jakarta;algorithm design;66.3
J0053;Hana Setiawan;Jakarta;api;79.2
J0053;Hana Setiawan;Jakarta;basic programming;66.3
J0053;Hana Setiawan;Jakarta;basis data / database;97.9
J0053;Hana Setiawan;Jakarta;cloud computing;87.1
J0053;Hana Setiawan;Jakarta;cobit;86.4
J0053;Hana Setiawan;Jakarta;data mining;96.7
J0053;Hana Setiawan;Jakarta;data warehouse;53.1
J0053;Hana Setiawan;Jakarta;decision tree;88.8
J0053;Hana Setiawan;Jakarta;design thinking;80.1
J0053;Hana Setiawan;Jakarta;erd (entity relationship diagram);82.6
J0053;Hana Setiawan;Jakarta;erp (enterprise resource planning);92.9
J0053;Hana Setiawan;Jakarta;etl (extract transform load);92.0
J0053;Hana Setiawan;Jakarta;firewall;86.4
J0053;Hana Setiawan;Jakarta;flowchart;96.3
J0053;Hana Setiawan;Jakarta;git;95.8
J0053;Hana Setiawan;Jakarta;graphql;66.0
J0053;Hana Setiawan;Jakarta;html;84.0
J0053;Hana Setiawan;Jakarta;information systems;98.5
J0053;Hana Setiawan;Jakarta;jaringan komputer;66.9
J0053;Hana Setiawan;Jakarta;klasifikasi (data);71.9
J0053;Hana Setiawan;Jakarta;kpi (key performance indicator);91.8
J0053;Hana Setiawan;Jakarta;kriptografi;75.3
J0053;Hana Setiawan;Jakarta;linux;73.5
J0053;Hana Setiawan;Jakarta;machine learning;91.8
J0053;Hana Setiawan;Jakarta;mysql;88.7
J0053;Hana Setiawan;Jakarta;nosql;77.8
J0053;Hana Setiawan;Jakarta;oop (object oriented programming);98.9
J0053;Hana Setiawan;Jakarta;osi layer;59.2
J0053;Hana Setiawan;Jakarta;otorisasi;98.1
J0053;Hana Setiawan;Jakarta;php;92.2
J0053;Hana Setiawan;Jakarta;prototyping;75.6
J0053;Hana Setiawan;Jakarta;pseudocode;73.6
J0053;Hana Setiawan;Jakarta;python;68.1
J0053;Hana Setiawan;Jakarta;regresi;68.6
J0053;Hana Setiawan;Jakarta;rest api;55.4
J0053;Hana Setiawan;Jakarta;sap;71.6
J0053;Hana Setiawan;Jakarta;scm (supply chain management);85.7
J0053;Hana Setiawan;Jakarta;sql;54.8
J0053;Hana Setiawan;Jakarta;statistika/probabilitas;99.6
J0053;Hana Setiawan;Jakarta;switching;84.0
J0053;Hana Setiawan;Jakarta;tcp/ip;83.7
J0053;Hana Setiawan;Jakarta;uml (unified modeling language);75.1
J0053;Hana Setiawan;Jakarta;vulnerability assessment;66.6
J0054;Hana Hidayat;Jakarta;agile;63.5
J0054;Hana Hidayat;Jakarta;algorithm design;83.8
J0054;Hana Hidayat;Jakarta;api;73.5
J0054;Hana Hidayat;Jakarta;basic programming;83.8
J0054;Hana Hidayat;Jakarta;basis data / database;93.3
J0054;Hana Hidayat;Jakarta;cloud computing;91.2
J0054;Hana Hidayat;Jakarta;cobit;63.5
J0054;Hana Hidayat;Jakarta;data mining;98.5
J0054;Hana Hidayat;Jakarta;data warehouse;76.5
J0054;Hana Hidayat;Jakarta;decision tree;83.6
J0054;Hana Hidayat;Jakarta;design thinking;72.9
J0054;Hana Hidayat;Jakarta;erd (entity relationship diagram);86.9
J0054;Hana Hidayat;Jakarta;erp (enterprise resource planning);95.4
J0054;Hana Hidayat;Jakarta;etl (extract transform load);92.4
J0054;Hana Hidayat;Jakarta;flowchart;60.2
J0054;Hana Hidayat;Jakarta;graphql;85.5
J0054;Hana Hidayat;Jakarta;html;57.3
J0054;Hana Hidayat;Jakarta;information systems;94.1
J0054;Hana Hidayat;Jakarta;jaringan komputer;53.7
J0054;Hana Hidayat;Jakarta;klasifikasi (data);96.1
J0054;Hana Hidayat;Jakarta;kpi (key performance indicator);93.7
J0054;Hana Hidayat;Jakarta;kriptografi;84.8
J0054;Hana Hidayat;Jakarta;linux;89.8
J0054;Hana Hidayat;Jakarta;machine learning;75.7
J0054;Hana Hidayat;Jakarta;microsoft excel;65.4
J0054;Hana Hidayat;Jakarta;neural network;86.4
J0054;Hana Hidayat;Jakarta;nosql;72.7
J0054;Hana Hidayat;Jakarta;oop (object oriented programming);99.2
J0054;Hana Hidayat;Jakarta;otorisasi;85.5
J0054;Hana Hidayat;Jakarta;php;57.4
J0054;Hana Hidayat;Jakarta;prototyping;99.8
J0054;Hana Hidayat;Jakarta;pseudocode;70.7
J0054;Hana Hidayat;Jakarta;python;81.3
J0054;Hana Hidayat;Jakarta;regresi;85.5
J0054;Hana Hidayat;Jakarta;rest api;97.8
J0054;Hana Hidayat;Jakarta;routing;63.8
J0054;Hana Hidayat;Jakarta;sap;61.9
J0054;Hana Hidayat;Jakarta;scm (supply chain management);92.5
J0054;Hana Hidayat;Jakarta;scrum;97.4
J0054;Hana Hidayat;Jakarta;sql;66.2
J0054;Hana Hidayat;Jakarta;statistika/probabilitas;98.1
J0054;Hana Hidayat;Jakarta;switching;87.7
J0054;Hana Hidayat;Jakarta;tcp/ip;89.5
J0054;Hana Hidayat;Jakarta;uml (unified modeling language);66.1
J0054;Hana Hidayat;Jakarta;vulnerability assessment;84.2
J0055;Chandra Kusuma;Jakarta;agile;90.6
J0055;Chandra Kusuma;Jakarta;algorithm design;66.7
J0055;Chandra Kusuma;Jakarta;api;70.0
J0055;Chandra Kusuma;Jakarta;basic programming;66.7
J0055;Chandra Kusuma;Jakarta;basis data / database;85.6
J0055;Chandra Kusuma;Jakarta;cloud computing;92.8
J0055;Chandra Kusuma;Jakarta;cobit;93.0
J0055;Chandra Kusuma;Jakarta;data mining;89.5
J0055;Chandra Kusuma;Jakarta;data warehouse;74.5
J0055;Chandra Kusuma;Jakarta;decision tree;64.9
J0055;Chandra Kusuma;Jakarta;design thinking;55.3
J0055;Chandra Kusuma;Jakarta;erd (entity relationship diagram);84.1
J0055;Chandra Kusuma;Jakarta;erp (enterprise resource planning);64.3
J0055;Chandra Kusuma;Jakarta;etl (extract transform load);88.9
J0055;Chandra Kusuma;Jakarta;firewall;68.2
J0055;Chandra Kusuma;Jakarta;flowchart;97.0
J0055;Chandra Kusuma;Jakarta;git;92.4
J0055;Chandra Kusuma;Jakarta;html;96.9
J0055;Chandra Kusuma;Jakarta;information systems;97.8
J0055;Chandra Kusuma;Jakarta;jaringan komputer;53.0
J0055;Chandra Kusuma;Jakarta;klasifikasi (data);96.3
J0055;Chandra Kusuma;Jakarta;kpi (key performance indicator);62.7
J0055;Chandra Kusuma;Jakarta;kriptografi;88.9
J0055;Chandra Kusuma;Jakarta;linux;83.0
